v8-version,5,8,283,41,0
code-creation,Function,0,0x205fd2bbc460,704,"exports._extend util.js:972:27",0x2bfd2eb4b348,~
code-creation,LazyCompile,0,0x205fd2bbc460,704,"exports._extend util.js:972:27",0x2bfd2eb4b348,~
LoadGlobalIC,0x205fd2bbc594,976,14,0,1,0x2708df40ab81,Object,,
LoadIC,0x205fd2bbc5b6,976,20,0,.,0x2708df402309,keys,,
LoadIC,0x205fd2bbc605,977,15,0,.,0x2708df404041,length,,
BinaryOpIC,0x205fd2bbc646,978,11,0x205fd2a412a1,(SUB:None*None->None),(SUB:Smi*Smi->Smi),
PatchIC,0x205fd2bbc642,0x205fd2bbc646,51,
ToBooleanIC,0x205fd2bbc652,978,11,0x205fd2bb2201,None,SmallInteger,
KeyedLoadIC,0x205fd2bbc679,979,16,0,1,0x2708df404041,0,,
KeyedLoadIC,0x205fd2bbc69b,979,34,0,1,0x2708df404041,0,,
KeyedLoadIC,0x205fd2bbc6b2,979,29,0,.,0x2708df431641,flag,,
KeyedStoreIC,0x205fd2bbc6c7,979,21,0,.,0x2708df4031d1,flag,,
StoreIC,0x205fd2bb84d8,72,29,0,.,0x2708df431699,encoding,,
LoadIC,0x205fd2bb85d6,79,14,.,1,0x2708df4316f1,encoding,,
LoadIC,0x205fd2bb865b,80,27,.,1,0x2708df4316f1,encoding,,
code-creation,Stub,18,0x205fd2bbc720,224,"ToBooleanICStubUndefined|String"
ToBooleanIC,0x205fd2bb8729,20,7,0x205fd2bbc721,Undefined,Undefined|String,
LoadIC,0x205fd2bb877e,20,26,0,.,0x2708df420ad1,isEncoding,,
code-creation,Function,0,0x205fd2bbc800,428,"Buffer.isEncoding buffer.js:376:29",0x2bfd2eb51628,~
code-creation,LazyCompile,0,0x205fd2bbc800,428,"Buffer.isEncoding buffer.js:376:29",0x2bfd2eb51628,~
ToBooleanIC,0x205fd2bbc8b6,377,17,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2bbc915,378,29,0,.,0x2708df41f791,normalizeEncoding,,
code-creation,Function,0,0x205fd2bbc9c0,1536,"normalizeEncoding internal/util.js:90:27",0x2bfd2eb5de28,~
code-creation,LazyCompile,0,0x205fd2bbc9c0,1536,"normalizeEncoding internal/util.js:90:27",0x2bfd2eb5de28,~
ToBooleanIC,0x205fd2bbca4f,91,8,0x205fd2b90121,None,String,
CompareIC,0x205fd2bbcae2,95,18,0x205fd2b87a81,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,INTERNALIZED_STRING,INTERNALIZED_STRING,INTERNALIZED_STRING
PatchIC,0x205fd2bbcade,0x205fd2bbcae2,25,
ToBooleanIC,0x205fd2bb87ae,20,27,0x205fd2a0ae21,None,Boolean,
code-creation,Function,0,0x205fd2bbcfc0,252,"isFd fs.js:169:14",0x2111ea7c80d0,~
code-creation,LazyCompile,0,0x205fd2bbcfc0,252,"isFd fs.js:169:14",0x2111ea7c80d0,~
code-creation,Stub,16,0x205fd2bbd0c0,183,"BinaryOpICStub(SHR:Generic*Smi->Smi)"
BinaryOpIC,0x205fd2bbd04b,170,16,0x205fd2bbd0c1,(SHR:None*None->None),(SHR:Generic*Smi->Smi),
code-creation,Stub,17,0x205fd2bbd180,675,"CompareICStub"
CompareIC,0x205fd2bbd057,170,23,0x205fd2bbd181,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,STRING,GENERIC
ToBooleanIC,0x205fd2bbbb20,553,12,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2bbbb81,553,32,0,.,0x2708df430c49,openSync,,
LoadIC,0x205fd2bbbbb0,553,55,0,.,0x2708df4316f1,flag,,
ToBooleanIC,0x205fd2bbbbba,553,55,0x205fd2b90121,None,String,
code-creation,Function,0,0x205fd2bbd440,756,"fs.openSync fs.js:647:23",0x2111ea7ca870,~
code-creation,LazyCompile,0,0x205fd2bbd440,756,"fs.openSync fs.js:647:23",0x2111ea7ca870,~
code-creation,Function,0,0x205fd2bbd740,476,"modeNum fs.js:620:17",0x2111ea7c8b60,~
code-creation,LazyCompile,0,0x205fd2bbd740,476,"modeNum fs.js:620:17",0x2111ea7c8b60,~
code-creation,Function,0,0x205fd2bbd920,876,"getPathFromURL internal/url.js:1371:24",0x2111ea7b0c20,~
code-creation,LazyCompile,0,0x205fd2bbd920,876,"getPathFromURL internal/url.js:1371:24",0x2111ea7b0c20,~
KeyedLoadIC,0x205fd2bbda11,1372,28,0,.,0x395334c031d1,symbol("query" hash 3eb24dd3),,
ToBooleanIC,0x205fd2bbda1a,1372,28,0x205fd2a565e1,None,Undefined,
code-creation,Function,0,0x205fd2bbdca0,452,"handleError fs.js:261:21",0x2111ea7c8340,~
code-creation,LazyCompile,0,0x205fd2bbdca0,452,"handleError fs.js:261:21",0x2111ea7c8340,~
LoadGlobalIC,0x205fd2bbdd3c,262,22,0,1,0x2708df40ab81,Error,,
LoadIC,0x205fd2bb8959,158,18,.,1,0x395334c031d1,indexOf,,
LoadIC,0x205fd2bbd5f8,651,17,0,.,0x2708df42ce69,open,,
LoadIC,0x205fd2bbd64f,651,33,0,.,0x2708df42a059,_makeLong,,
code-creation,Function,0,0x205fd2bbde80,3212,"stringToFlags internal/fs.js:25:23",0x2111ea7e6670,~
code-creation,LazyCompile,0,0x205fd2bbde80,3212,"stringToFlags internal/fs.js:25:23",0x2111ea7e6670,~
CompareIC,0x205fd2bbdf84,31,14,0x205fd2b87a81,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,INTERNALIZED_STRING,INTERNALIZED_STRING,INTERNALIZED_STRING
code-creation,Function,19,0x325c829a9768,168,"tryStatSync fs.js:515:21",0x2111ea7c88f0,~
code-creation,LazyCompile,19,0x325c829a9768,168,"tryStatSync fs.js:515:21",0x2111ea7c88f0,~
LoadIC,0x325c829a97b4,518,12,0,.,0x2708df42ce69,fstat,,
ToBooleanIC,0x205fd2bbbc34,558,7,0x205fd2a0ae21,None,Boolean,
KeyedLoadIC,0x205fd2bbbc8c,558,47,0,1,0x2708df407271,1,,
BinaryOpIC,0x205fd2bbbcc4,558,59,0x205fd2a4bb01,(BIT_AND:None*None->None),(BIT_AND:Smi*Smi->Smi),
CompareIC,0x205fd2bbbcf9,558,69,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
KeyedLoadIC,0x205fd2bbbd62,559,22,0,1,0x2708df407271,8,,
CompareIC,0x205fd2bbbd86,566,12,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Function,19,0x325c829a99c0,168,"tryCreateBuffer fs.js:526:25",0x2111ea7c89c0,~
code-creation,LazyCompile,19,0x325c829a99c0,168,"tryCreateBuffer fs.js:526:25",0x2111ea7c89c0,~
LoadIC,0x325c829a9a0c,530,20,0,.,0x2708df420ad1,allocUnsafe,,
code-creation,Function,0,0x205fd2bbeb20,284,"Buffer.allocUnsafe buffer.js:208:30",0x2bfd2eb512e8,~
code-creation,LazyCompile,0,0x205fd2bbeb20,284,"Buffer.allocUnsafe buffer.js:208:30",0x2bfd2eb512e8,~
code-creation,Function,0,0x205fd2bbec40,940,"assertSize buffer.js:169:20",0x2bfd2eb501d8,~
code-creation,LazyCompile,0,0x205fd2bbec40,940,"assertSize buffer.js:169:20",0x2bfd2eb501d8,~
CompareIC,0x205fd2bbed6c,174,17,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bbee2f,176,26,0,.,0x2708df416b51,kMaxLength,,
CompareIC,0x205fd2bbee39,176,17,0x205fd2b97cc1,GT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
ToBooleanIC,0x205fd2bbef1b,180,7,0x205fd2b9f341,None,Null,
code-creation,Function,0,0x205fd2bbf000,796,"allocate buffer.js:237:18",0x2bfd2eb50378,~
code-creation,LazyCompile,0,0x205fd2bbf000,796,"allocate buffer.js:237:18",0x2bfd2eb50378,~
CompareIC,0x205fd2bbf08f,238,12,0x205fd2ba3c41,LTE,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bbf159,241,21,0,.,0x2708df420ad1,poolSize,,
BinaryOpIC,0x205fd2bbf16e,241,31,0x205fd2a4eea1,(SHR:None*None->None),(SHR:Smi*Smi->Smi),
CompareIC,0x205fd2bbf175,241,12,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
BinaryOpIC,0x205fd2bbf1a6,242,26,0x205fd2a412a1,(SUB:None*None->None),(SUB:Smi*Smi->Smi),
CompareIC,0x205fd2bbf1ad,242,14,0x205fd2b97cc1,GT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Function,19,0x325c829aa250,120,"FastBuffer buffer.js:33:14",0x2bfd2eb50ed8,~
code-creation,LazyCompile,19,0x325c829aa250,120,"FastBuffer buffer.js:33:14",0x2bfd2eb50ed8,~
code-creation,Function,19,0x325c829aa3f0,248,"Uint8Array native typedarray.js:225:31",0x2ae074014010,~
code-creation,LazyCompile,19,0x325c829aa3f0,248,"Uint8Array native typedarray.js:225:31",0x2ae074014010,~
code-creation,Function,0,0x205fd2bbf320,1228,"Uint8ArrayConstructByArrayBuffer native typedarray.js:129:42",0x2ae074013c78,~
code-creation,LazyCompile,0,0x205fd2bbf320,1228,"Uint8ArrayConstructByArrayBuffer native typedarray.js:129:42",0x2ae074013c78,~
CompareIC,0x205fd2bbf46d,1,1,0x205fd2b97cc1,GT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Stub,16,0x205fd2bbf800,272,"BinaryOpICStub(MOD:Smi*1->Smi)"
BinaryOpIC,0x205fd2bbf52a,1,1,0x205fd2bbf801,(MOD:None*None->None),(MOD:Smi*->Smi),
CompareIC,0x205fd2bbf534,1,1,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
BinaryOpIC,0x205fd2bbf6fd,1,1,0x205fd2a2af61,(MUL:None*None->None),(MUL:Smi*Smi->Smi),
BinaryOpIC,0x205fd2bbf70f,1,1,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
CompareIC,0x205fd2bbf71b,1,1,0x205fd2b97cc1,GT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
BinaryOpIC,0x205fd2bbf26d,245,19,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
code-creation,Function,0,0x205fd2bbf920,404,"alignPool buffer.js:80:19",0x2bfd2eb4ff68,~
code-creation,LazyCompile,0,0x205fd2bbf920,404,"alignPool buffer.js:80:19",0x2bfd2eb4ff68,~
BinaryOpIC,0x205fd2bbf9b6,82,18,0x205fd2a4bb01,(BIT_AND:None*None->None),(BIT_AND:Smi*Smi->Smi),
ToBooleanIC,0x205fd2bbf9bc,82,18,0x205fd2bb2201,None,SmallInteger,
BinaryOpIC,0x205fd2bbf9de,83,5,0x205fd2a31cc1,(BIT_OR:None*None->None),(BIT_OR:Smi*Smi->Smi),
BinaryOpIC,0x205fd2bbfa3a,84,15,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
CompareIC,0x205fd2bbbe0c,574,12,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
BinaryOpIC,0x205fd2bbbe5a,576,63,0x205fd2a412a1,(SUB:None*None->None),(SUB:Smi*Smi->Smi),
PatchIC,0x205fd2bbbe56,0x205fd2bbbe5a,10,
code-creation,Function,19,0x325c829aab80,176,"tryReadSync fs.js:538:21",0x2111ea7c8a90,~
code-creation,LazyCompile,19,0x325c829aab80,176,"tryReadSync fs.js:538:21",0x2111ea7c8a90,~
LoadIC,0x325c829aabcc,542,19,0,.,0x2708df430c49,readSync,,
code-creation,Function,0,0x205fd2bbfac0,372,"fs.readSync fs.js:675:23",0x2111ea7caa78,~
code-creation,LazyCompile,0,0x205fd2bbfac0,372,"fs.readSync fs.js:675:23",0x2111ea7caa78,~
CompareIC,0x205fd2bbfb4b,676,14,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bbfbe9,680,17,0,.,0x2708df42ce69,read,,
BinaryOpIC,0x205fd2bbbea7,577,14,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
PatchIC,0x205fd2bbbea3,0x205fd2bbbea7,10,
CompareIC,0x205fd2bbbedf,578,24,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
PatchIC,0x205fd2bbbedb,0x205fd2bbbedf,21,
CompareIC,0x205fd2bbbf21,578,37,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
PatchIC,0x205fd2bbbf1d,0x205fd2bbbf21,21,
ToBooleanIC,0x205fd2bbc1b4,592,8,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2bbc20c,593,7,0,.,0x2708df430c49,closeSync,,
code-creation,Function,0,0x205fd2bbfc40,316,"fs.closeSync fs.js:616:24",0x2111ea7ca6d0,~
code-creation,LazyCompile,0,0x205fd2bbfc40,316,"fs.closeSync fs.js:616:24",0x2111ea7ca6d0,~
LoadIC,0x205fd2bbfd0e,617,17,0,.,0x2708df42ce69,close,,
CompareIC,0x205fd2bbc242,595,12,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
CompareIC,0x205fd2bbc2ef,598,18,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bbc37b,602,14,0,.,0x2708df4316f1,encoding,,
ToBooleanIC,0x205fd2bbc384,602,14,0x205fd2b90121,None,String,
LoadIC,0x205fd2bbc3ae,602,40,0,.,0x2708df431749,toString,,
LoadIC,0x205fd2bbc3da,602,57,0,.,0x2708df4316f1,encoding,,
code-creation,Function,0,0x205fd2bbfd80,908,"Buffer.toString buffer.js:569:37",0x2bfd2eb51a38,~
code-creation,LazyCompile,0,0x205fd2bbfd80,908,"Buffer.toString buffer.js:569:37",0x2bfd2eb51a38,~
LoadIC,0x205fd2bbfe3b,570,16,0,.,0x2708df408241,length,,
CompareIC,0x205fd2bbfe48,570,24,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bbff25,574,19,0,.,0x2708df431749,length,,
CompareIC,0x205fd2bbff38,575,11,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
ToBooleanIC,0x205fd2bbff6b,578,8,0x205fd2a565e1,None,Undefined,
BinaryOpIC,0x205fd2bc0073,588,3,0x205fd2a31cc1,(BIT_OR:None*None->None),(BIT_OR:Smi*Smi->Smi),
BinaryOpIC,0x205fd2bc0085,589,3,0x205fd2a31cc1,(BIT_OR:None*None->None),(BIT_OR:Smi*Smi->Smi),
CompareIC,0x205fd2bc0097,591,11,0x205fd2ba3c41,LTE,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Function,0,0x205fd2bc0120,3740,"stringSlice buffer.js:515:21",0x2bfd2eb50928,~
code-creation,LazyCompile,0,0x205fd2bc0120,3740,"stringSlice buffer.js:515:21",0x2bfd2eb50928,~
code-creation,Stub,16,0x205fd2bc0fc0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2bc0259,517,3,0x205fd2bc0fc1,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x325c829abae1
LoadIC,0x205fd2bc027e,518,19,0,.,0x395334c02361,length,,
CompareIC,0x205fd2bc029c,519,11,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
CompareIC,0x205fd2bc0407,520,20,0x205fd2b87a81,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,INTERNALIZED_STRING,INTERNALIZED_STRING,INTERNALIZED_STRING
LoadIC,0x205fd2bc0442,520,42,0,.,0x2708df431749,utf8Slice,,
LoadIC,0x205fd2bbb90a,580,9,0,.,0x2708df4315e9,_compile,,
LoadIC,0x205fd2bbb961,580,33,0,.,0x2708df42a2c1,stripBOM,,
code-creation,Function,0,0x205fd2bc1040,396,"stripBOM internal/module.js:38:18",0x2111ea7c35e0,~
code-creation,LazyCompile,0,0x205fd2bc1040,396,"stripBOM internal/module.js:38:18",0x2111ea7c35e0,~
LoadIC,0x205fd2bc10e0,39,14,0,.,0x395334c02781,charCodeAt,,
CompareIC,0x205fd2bc111a,39,29,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Function,0,0x205fd2bc11e0,2644,"Module._compile module.js:526:37",0x2111ea7c1e98,~
code-creation,LazyCompile,0,0x205fd2bc11e0,2644,"Module._compile module.js:526:37",0x2111ea7c1e98,~
LoadIC,0x205fd2bc12b7,528,27,0,.,0x2708df42a2c1,stripShebang,,
code-creation,Function,0,0x205fd2bc1c40,1168,"stripShebang internal/module.js:48:22",0x2111ea7c36b0,~
code-creation,LazyCompile,0,0x205fd2bc1c40,1168,"stripShebang internal/module.js:48:22",0x2111ea7c36b0,~
LoadIC,0x205fd2bc1ce7,50,24,0,.,0x395334c02781,length,,
CompareIC,0x205fd2bc1d02,51,15,0x205fd2a14fc1,GTE,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bc1d3d,52,16,0,.,0x395334c02781,charCodeAt,,
CompareIC,0x205fd2bc1d77,52,31,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadIC,0x205fd2bc130c,531,23,0,.,0x2708df4312d1,wrap,,
LoadIC,0x205fd2bc1386,533,27,0,.,0x2708df42a689,runInThisContext,,
StoreIC,0x205fd2bc13e8,534,15,0,.,0x2708df412741,filename,,
code-creation,Function,0,0x205fd2bc20e0,308,"runInThisContext vm.js:115:26",0x2111ea7c47e0,~
code-creation,LazyCompile,0,0x205fd2bc20e0,308,"runInThisContext vm.js:115:26",0x2111ea7c47e0,~
code-creation,Function,0,0x205fd2bc2220,292,"createScript vm.js:73:22",0x2111ea7c43d0,~
code-creation,LazyCompile,0,0x205fd2bc2220,292,"createScript vm.js:73:22",0x2111ea7c43d0,~
code-creation,Function,0,0x205fd2bc2360,324," /home/piro/Documents/presentations/JSEngines/test.js:1:11",0x325c829acb28,~
code-creation,Function,0,0x205fd2bc24c0,260," /home/piro/Documents/presentations/JSEngines/test.js:1:1",0x325c829ac9a8,~
code-creation,Script,0,0x205fd2bc24c0,260,"/home/piro/Documents/presentations/JSEngines/test.js",0x325c829ac9a8,~
LoadIC,0x205fd2bc21a9,116,37,0,.,0x2708df411459,runInThisContext,,
ToBooleanIC,0x205fd2bac009,41,7,0x205fd2b90c81,Undefined,Undefined|Receiver,
LoadIC,0x205fd2bac033,41,25,0,.,0x2708df412741,breakOnSigint,,
ToBooleanIC,0x205fd2bac03c,41,25,0x205fd2a565e1,None,Undefined,
LoadGlobalIC,0x205fd2bc1433,540,7,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2bc1453,540,14,0,.,0x2708df412c11,_breakFirstLine,,
ToBooleanIC,0x205fd2bc145c,540,14,0x205fd2a565e1,None,Undefined,
LoadIC,0x205fd2bc18db,560,21,0,.,0x2708df42a059,dirname,,
LoadIC,0x205fd2bba6fb,1346,13,.,1,0x395334c031d1,length,,
LoadIC,0x205fd2bba780,1348,20,.,1,0x395334c031d1,charCodeAt,,
LoadIC,0x205fd2bba821,1352,22,.,1,0x395334c031d1,length,,
LoadIC,0x205fd2bbaa8d,1369,16,.,1,0x395334c031d1,slice,,
LoadIC,0x205fd2bc1955,561,31,0,.,0x2708df42a2c1,makeRequireFunction,,
code-creation,Function,0,0x205fd2bc25e0,692,"makeRequireFunction internal/module.js:5:29",0x2111ea7c3510,~
code-creation,LazyCompile,0,0x205fd2bc25e0,692,"makeRequireFunction internal/module.js:5:29",0x2111ea7c3510,~
LoadIC,0x205fd2bc26fc,6,21,0,.,0x2708df4315e9,constructor,,
StoreIC,0x205fd2bc275a,21,19,0,.,0x2708df408349,resolve,,
LoadGlobalIC,0x205fd2bc277a,23,18,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2bc279a,23,25,0,.,0x2708df412c11,mainModule,,
StoreIC,0x205fd2bc27b8,23,16,0,.,0x2708df4317a1,main,,
LoadIC,0x205fd2bc27e2,26,30,0,.,0x2708df4312d1,_extensions,,
StoreIC,0x205fd2bc2800,26,22,0,.,0x2708df4317f9,extensions,,
LoadIC,0x205fd2bc282a,28,25,0,.,0x2708df4312d1,_cache,,
StoreIC,0x205fd2bc2848,28,17,0,.,0x2708df431851,cache,,
LoadIC,0x205fd2bc19cd,562,29,0,.,0x2708df42a2c1,requireDepth,,
CompareIC,0x205fd2bc19e0,563,13,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
LoadGlobalIC,0x205fd2bc1a1a,563,37,0,1,0x2708df40ab81,Map,,
StoreIC,0x205fd2bc1a5e,563,31,0,.,0x2708df430ca1,cache,,
ToBooleanIC,0x205fd2bc1a6b,565,7,0x205fd2b9f341,None,Null,
LoadIC,0x205fd2bc1b1a,569,29,0,.,0x2708df4041a1,call,,
LoadIC,0x205fd2bc1b46,569,39,0,.,0x2708df4315e9,exports,,
LoadIC,0x205fd2bc1b6b,569,53,0,.,0x2708df4315e9,exports,,
code-creation,Function,0,0x205fd2bc28a0,340,"sayHi /home/piro/Documents/presentations/JSEngines/test.js:1:77",0x325c829acc08,~
code-creation,LazyCompile,0,0x205fd2bc28a0,340,"sayHi /home/piro/Documents/presentations/JSEngines/test.js:1:77",0x325c829acc08,~
code-creation,Stub,16,0x205fd2bc2a00,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2bc293a,2,25,0x205fd2bc2a01,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x325c829ad859
code-creation,Stub,16,0x205fd2bc2a80,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2bc294c,2,32,0x205fd2bc2a81,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x325c829ad891
LoadIC,0x205fd2bc296a,3,5,0,1,0x2708df40ab81,console,,
code-creation,Function,0,0x205fd2bc2b00,652,"get bootstrap_node.js:276:20",0x2bfd2eb7c698,~
code-creation,LazyCompile,0,0x205fd2bc2b00,652,"get bootstrap_node.js:276:20",0x2bfd2eb7c698,~
ToBooleanIC,0x205fd2bc2bb2,277,14,0x205fd2a565e1,None,Undefined,
code-creation,Function,19,0x325c829adde8,792,"installInspectorConsole bootstrap_node.js:287:35",0x2bfd2eb38020,~
code-creation,LazyCompile,19,0x325c829adde8,792,"installInspectorConsole bootstrap_node.js:287:35",0x2bfd2eb38020,~
LoadIC,0x325c829ade2c,288,40,0,.,0x2708df4122c9,require,,
code-creation,Function,0,0x205fd2bc2da0,2060," console.js:1:11",0x325c829ae9e8,~
code-creation,Function,0,0x205fd2bc35c0,260," console.js:1:1",0x325c829ae818,~
code-creation,Script,0,0x205fd2bc35c0,260,"console.js",0x325c829ae818,~
LoadIC,0x205fd2bc3007,103,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc305a,103,23,0,.,0x2708df431901,log,,
LoadIC,0x205fd2bc3081,111,8,0,.,0x2708df408349,prototype,,
LoadIC,0x205fd2bc30a9,111,33,0,.,0x2708df408349,prototype,,
LoadIC,0x205fd2bc30c9,111,43,0,.,0x2708df431901,log,,
StoreIC,0x205fd2bc30e7,111,24,0,.,0x2708df431901,info,,
LoadIC,0x205fd2bc310e,114,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc3161,114,24,0,.,0x2708df431901,warn,,
LoadIC,0x205fd2bc3188,122,8,0,.,0x2708df408349,prototype,,
LoadIC,0x205fd2bc31b0,122,34,0,.,0x2708df408349,prototype,,
LoadIC,0x205fd2bc31d0,122,44,0,.,0x2708df431901,warn,,
StoreIC,0x205fd2bc31ee,122,25,0,.,0x2708df431901,error,,
LoadIC,0x205fd2bc3215,125,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc3268,125,23,0,.,0x2708df431901,dir,,
LoadIC,0x205fd2bc328f,134,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc32e2,134,24,0,.,0x2708df431901,time,,
LoadIC,0x205fd2bc3309,139,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc335c,139,27,0,.,0x2708df431901,timeEnd,,
LoadIC,0x205fd2bc3383,152,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc33d6,152,25,0,.,0x2708df431901,trace,,
LoadIC,0x205fd2bc33fd,163,8,0,.,0x2708df408349,prototype,,
StoreIC,0x205fd2bc3450,163,26,0,.,0x2708df431901,assert,,
LoadGlobalIC,0x205fd2bc3476,170,30,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2bc3496,170,37,0,.,0x2708df412c11,stdout,,
code-creation,Function,0,0x205fd2bc36e0,708,"getStdout internal/process/stdio.js:18:21",0x2111ea7aae68,~
code-creation,LazyCompile,0,0x205fd2bc36e0,708,"getStdout internal/process/stdio.js:18:21",0x2111ea7aae68,~
ToBooleanIC,0x205fd2bc376c,19,9,0x205fd2a565e1,None,Undefined,
code-creation,Function,0,0x205fd2bc39c0,1628,"createWritableStdioStream internal/process/stdio.js:151:35",0x2111ea7aaa58,~
code-creation,LazyCompile,0,0x205fd2bc39c0,1628,"createWritableStdioStream internal/process/stdio.js:151:35",0x2111ea7aaa58,~
LoadGlobalIC,0x205fd2bc3a6c,153,20,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2bc3a8e,153,27,0,.,0x2708df412c11,binding,,
LoadIC,0x205fd2bc3ae6,157,19,0,.,0x2708df432b91,guessHandleType,,
CompareIC,0x205fd2bc3b33,158,15,0x205fd2b9ff41,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,STRING,INTERNALIZED_STRING,STRING
code-creation,Function,0,0x205fd2bc4020,2556," tty.js:1:11",0x325c829b3120,~
code-creation,Function,0,0x205fd2bc4a20,260," tty.js:1:1",0x325c829b2f18,~
code-creation,Script,0,0x205fd2bc4a20,260,"tty.js",0x325c829b2f18,~
code-creation,Function,0,0x205fd2bc4b40,13972," net.js:1:11",0x325c829b5fd8,~
code-creation,Function,0,0x205fd2bc81e0,260," net.js:1:1",0x325c829b5a70,~
code-creation,Script,0,0x205fd2bc81e0,260,"net.js",0x325c829b5a70,~
code-creation,Function,0,0x205fd2bc8300,468," internal/net.js:1:11",0x325c829bbe48,~
code-creation,Function,0,0x205fd2bc84e0,260," internal/net.js:1:1",0x325c829bbcd0,~
code-creation,Script,0,0x205fd2bc84e0,260,"internal/net.js",0x325c829bbcd0,~
